tradeday,account,ticker,quantity
2018-06-20,XLIN01,KO,14
2018-06-20,XLIN01,KR,95
2018-06-20,XLIN01,LQD,8
2018-06-20,XLIN01,MCD,8
2018-06-20,XLIN01,PEP,6
2018-06-20,XLIN01,SQ,10
2018-06-20,XLIN01,TWTR,29
2018-06-20,XLIN01,WMT,11
2018-06-20,XLIN01,YUMC,15
2018-06-21,XLIN01,CMG,3
2018-06-21,XLIN01,EBAY,10
2018-06-21,XLIN01,GPRO,49
2018-06-21,XLIN01,INTU,2
2018-06-21,XLIN01,JD,10
2018-06-21,XLIN01,KO,14
2018-06-21,XLIN01,KR,95
2018-06-21,XLIN01,LQD,8
2018-06-21,XLIN01,MCD,8
2018-06-21,XLIN01,PEP,6
2018-06-21,XLIN01,SQ,10
2018-06-21,XLIN01,TWTR,29
2018-06-21,XLIN01,WMT,11
2018-06-21,XLIN01,YUMC,15
2018-06-22,XLIN01,CMG,3
2018-06-22,XLIN01,EBAY,10
2018-06-22,XLIN01,GPRO,49
2018-06-22,XLIN01,INTU,2
2018-06-22,XLIN01,JD,10
2018-06-22,XLIN01,KO,14
2018-06-22,XLIN01,KR,95
2018-06-22,XLIN01,LQD,8
2018-06-22,XLIN01,MCD,8
2018-06-22,XLIN01,PEP,6
2018-06-22,XLIN01,SQ,10
2018-06-22,XLIN01,TWTR,29
2018-06-22,XLIN01,WMT,11
2018-06-22,XLIN01,YUMC,15
2018-06-25,XLIN01,CMG,3
2018-06-25,XLIN01,EBAY,10
2018-06-25,XLIN01,GPRO,49
2018-06-25,XLIN01,INTU,2
2018-06-25,XLIN01,JD,10
2018-06-25,XLIN01,KO,14
2018-06-25,XLIN01,KR,95
2018-06-25,XLIN01,LQD,8
2018-06-25,XLIN01,MCD,8
2018-06-25,XLIN01,PEP,6
2018-06-25,XLIN01,SQ,10
2018-06-25,XLIN01,TWTR,29
2018-06-25,XLIN01,WMT,11
2018-06-25,XLIN01,YUMC,15
2018-06-26,XLIN01,CMG,3
2018-06-26,XLIN01,EBAY,10
2018-06-26,XLIN01,GPRO,49
2018-06-26,XLIN01,INTU,2
2018-06-26,XLIN01,JD,10
2018-06-26,XLIN01,KO,14
2018-06-26,XLIN01,KR,95
2018-06-26,XLIN01,LQD,8
2018-06-26,XLIN01,MCD,8
2018-06-26,XLIN01,PEP,6
2018-06-26,XLIN01,SQ,10
2018-06-26,XLIN01,TWTR,29
2018-06-26,XLIN01,WMT,11
2018-06-26,XLIN01,YUMC,15
2018-06-27,XLIN01,CMG,3
2018-06-27,XLIN01,EBAY,10
2018-06-27,XLIN01,GPRO,49
2018-06-27,XLIN01,INTU,2
2018-06-27,XLIN01,JD,10
2018-06-27,XLIN01,KO,14
2018-06-27,XLIN01,KR,95
2018-06-27,XLIN01,LQD,8
2018-06-27,XLIN01,MCD,8
2018-06-27,XLIN01,PEP,6
2018-06-27,XLIN01,SQ,10
2018-06-27,XLIN01,TWTR,29
2018-06-27,XLIN01,WMT,11
2018-06-27,XLIN01,YUMC,15
2018-06-28,XLIN01,CMG,3
2018-06-28,XLIN01,EBAY,10
2018-06-28,XLIN01,GPRO,49
2018-06-28,XLIN01,INTU,2
2018-06-28,XLIN01,JD,10
2018-06-28,XLIN01,KO,14
2018-06-28,XLIN01,KR,95
2018-06-28,XLIN01,LQD,8
2018-06-28,XLIN01,MCD,8
2018-06-28,XLIN01,PEP,6
2018-06-28,XLIN01,SQ,10
2018-06-28,XLIN01,TWTR,29
2018-06-28,XLIN01,WMT,11
2018-06-28,XLIN01,YUMC,15
2018-06-29,XLIN01,CMG,3
2018-06-29,XLIN01,EBAY,10
2018-06-29,XLIN01,GPRO,49
2018-06-29,XLIN01,INTU,2
2018-06-29,XLIN01,JD,10
2018-06-29,XLIN01,KO,14
2018-06-29,XLIN01,KR,95
2018-06-29,XLIN01,LQD,8
2018-06-29,XLIN01,MCD,8
2018-06-29,XLIN01,PEP,6
2018-06-29,XLIN01,SQ,10
2018-06-29,XLIN01,TWTR,29
2018-06-29,XLIN01,WMT,11
2018-06-29,XLIN01,YUMC,15
2018-07-02,XLIN01,CMG,3
2018-07-02,XLIN01,EBAY,10
2018-07-02,XLIN01,GPRO,49
2018-07-02,XLIN01,INTU,2
2018-07-02,XLIN01,JD,10
2018-07-02,XLIN01,KO,14
2018-07-02,XLIN01,KR,95
2018-07-02,XLIN01,LQD,8
2018-07-02,XLIN01,MCD,8
2018-07-02,XLIN01,PEP,6
2018-07-02,XLIN01,SQ,10
2018-07-02,XLIN01,TWTR,29
2018-07-02,XLIN01,WMT,11
2018-07-02,XLIN01,YUMC,15
2018-07-03,XLIN01,CMG,3
2018-07-03,XLIN01,EBAY,10
2018-07-03,XLIN01,GPRO,49
2018-07-03,XLIN01,INTU,2
2018-07-03,XLIN01,JD,10
2018-07-03,XLIN01,KO,14
2018-07-03,XLIN01,KR,95
2018-07-03,XLIN01,LQD,8
2018-07-03,XLIN01,MCD,8
2018-07-03,XLIN01,PEP,6
2018-07-03,XLIN01,SQ,10
2018-07-03,XLIN01,TWTR,29
2018-07-03,XLIN01,WMT,11
2018-07-03,XLIN01,YUMC,15
2018-07-04,XLIN01,CMG,3
2018-07-04,XLIN01,EBAY,10
2018-07-04,XLIN01,GPRO,49
2018-07-04,XLIN01,INTU,2
2018-07-04,XLIN01,JD,10
2018-07-04,XLIN01,KO,14
2018-07-04,XLIN01,KR,95
2018-07-04,XLIN01,LQD,8
2018-07-04,XLIN01,MCD,8
2018-07-04,XLIN01,PEP,6
2018-07-04,XLIN01,SQ,10
2018-07-04,XLIN01,TWTR,29
2018-07-04,XLIN01,WMT,11
2018-07-04,XLIN01,YUMC,15
2018-07-05,XLIN01,CMG,3
2018-07-05,XLIN01,EBAY,10
2018-07-05,XLIN01,GPRO,49
2018-07-05,XLIN01,INTU,2
2018-07-05,XLIN01,JD,10
2018-07-05,XLIN01,KO,14
2018-07-05,XLIN01,KR,95
2018-07-05,XLIN01,LQD,8
2018-07-05,XLIN01,MCD,8
2018-07-05,XLIN01,PEP,6
2018-07-05,XLIN01,SQ,10
2018-07-05,XLIN01,TWTR,29
2018-07-05,XLIN01,WMT,11
2018-07-05,XLIN01,YUMC,15
2018-07-06,XLIN01,CMG,3
2018-07-06,XLIN01,EBAY,10
2018-07-06,XLIN01,GPRO,49
2018-07-06,XLIN01,INTU,2
2018-07-06,XLIN01,JD,10
2018-07-06,XLIN01,KO,14
2018-07-06,XLIN01,KR,95
2018-07-06,XLIN01,LQD,8
2018-07-06,XLIN01,MCD,8
2018-07-06,XLIN01,PEP,6
2018-07-06,XLIN01,SQ,10
2018-07-06,XLIN01,TWTR,29
2018-07-06,XLIN01,WMT,11
2018-07-06,XLIN01,YUMC,15
2018-07-09,XLIN01,CMG,3
2018-07-09,XLIN01,EBAY,10
2018-07-09,XLIN01,GPRO,49
2018-07-09,XLIN01,INTU,2
2018-07-09,XLIN01,JD,10
2018-07-09,XLIN01,KO,14
2018-07-09,XLIN01,KR,95
2018-07-09,XLIN01,LQD,8
2018-07-09,XLIN01,MCD,8
2018-07-09,XLIN01,PEP,6
2018-07-09,XLIN01,SQ,10
2018-07-09,XLIN01,TWTR,29
2018-07-09,XLIN01,WMT,11
2018-07-09,XLIN01,YUMC,15
2018-07-10,XLIN01,CMG,3
2018-07-10,XLIN01,EBAY,10
2018-07-10,XLIN01,GPRO,49
2018-07-10,XLIN01,INTU,2
2018-07-10,XLIN01,JD,10
2018-07-10,XLIN01,KO,14
2018-07-10,XLIN01,KR,95
2018-07-10,XLIN01,LQD,8
2018-07-10,XLIN01,MCD,8
2018-07-10,XLIN01,PEP,6
2018-07-10,XLIN01,SQ,10
2018-07-10,XLIN01,TWTR,29
2018-07-10,XLIN01,WMT,11
2018-07-10,XLIN01,YUMC,15
2018-07-11,XLIN01,CMG,3
2018-07-11,XLIN01,EBAY,10
2018-07-11,XLIN01,GPRO,49
2018-07-11,XLIN01,INTU,2
2018-07-11,XLIN01,JD,10
2018-07-11,XLIN01,KO,14
2018-07-11,XLIN01,KR,95
2018-07-11,XLIN01,LQD,8
2018-07-11,XLIN01,MCD,8
2018-07-11,XLIN01,PEP,6
2018-07-11,XLIN01,SQ,10
2018-07-11,XLIN01,TWTR,29
2018-07-11,XLIN01,WMT,11
2018-07-11,XLIN01,YUMC,15
2018-07-12,XLIN01,CMG,3
2018-07-12,XLIN01,EBAY,10
2018-07-12,XLIN01,GPRO,49
2018-07-12,XLIN01,INTU,2
2018-07-12,XLIN01,JD,10
2018-07-12,XLIN01,KO,14
2018-07-12,XLIN01,KR,95
2018-07-12,XLIN01,LQD,8
2018-07-12,XLIN01,MCD,8
2018-07-12,XLIN01,PEP,6
2018-07-12,XLIN01,SQ,10
2018-07-12,XLIN01,TWTR,29
2018-07-12,XLIN01,WMT,11
2018-07-12,XLIN01,YUMC,15
2018-07-13,XLIN01,CMG,3
2018-07-13,XLIN01,EBAY,10
2018-07-13,XLIN01,GPRO,49
2018-07-13,XLIN01,INTU,2
2018-07-13,XLIN01,JD,10
2018-07-13,XLIN01,KO,14
2018-07-13,XLIN01,KR,95
2018-07-13,XLIN01,LQD,8
2018-07-13,XLIN01,MCD,8
2018-07-13,XLIN01,PEP,6
2018-07-13,XLIN01,SQ,10
2018-07-13,XLIN01,TWTR,29
2018-07-13,XLIN01,WMT,11
2018-07-13,XLIN01,YUMC,15
2018-07-16,XLIN01,CMG,3
2018-07-16,XLIN01,EBAY,10
2018-07-16,XLIN01,GPRO,49
2018-07-16,XLIN01,INTU,2
2018-07-16,XLIN01,JD,10
2018-07-16,XLIN01,KO,14
2018-07-16,XLIN01,KR,95
2018-07-16,XLIN01,LQD,8
2018-07-16,XLIN01,MCD,8
2018-07-16,XLIN01,PEP,6
2018-07-16,XLIN01,SQ,10
2018-07-16,XLIN01,TWTR,29
2018-07-16,XLIN01,WMT,11
2018-07-16,XLIN01,YUMC,15
2018-07-17,XLIN01,CMG,3
2018-07-17,XLIN01,EBAY,10
2018-07-17,XLIN01,GPRO,49
2018-07-17,XLIN01,INTU,2
2018-07-17,XLIN01,JD,10
2018-07-17,XLIN01,KO,14
2018-07-17,XLIN01,KR,95
2018-07-17,XLIN01,LQD,8
2018-07-17,XLIN01,MCD,8
2018-07-17,XLIN01,PEP,6
2018-07-17,XLIN01,SQ,10
2018-07-17,XLIN01,TWTR,29
2018-07-17,XLIN01,WMT,11
2018-07-17,XLIN01,YUMC,15
2018-07-18,XLIN01,CMG,3
2018-07-18,XLIN01,EBAY,10
2018-07-18,XLIN01,GPRO,49
2018-07-18,XLIN01,INTU,2
2018-07-18,XLIN01,JD,10
2018-07-18,XLIN01,KO,14
2018-07-18,XLIN01,KR,95
2018-07-18,XLIN01,LQD,8
2018-07-18,XLIN01,MCD,8
2018-07-18,XLIN01,PEP,6
2018-07-18,XLIN01,SQ,10
2018-07-18,XLIN01,TWTR,29
2018-07-18,XLIN01,WMT,11
2018-07-18,XLIN01,YUMC,15
2018-07-19,XLIN01,CMG,3
2018-07-19,XLIN01,EBAY,10
2018-07-19,XLIN01,GPRO,49
2018-07-19,XLIN01,INTU,2
2018-07-19,XLIN01,JD,10
2018-07-19,XLIN01,KO,14
2018-07-19,XLIN01,KR,95
2018-07-19,XLIN01,LQD,8
2018-07-19,XLIN01,MCD,8
2018-07-19,XLIN01,PEP,6
2018-07-19,XLIN01,SQ,10
2018-07-19,XLIN01,TEAM,40
2018-07-19,XLIN01,TWTR,29
2018-07-19,XLIN01,WMT,11
2018-07-19,XLIN01,YUMC,15
2018-07-20,XLIN01,CMG,3
2018-07-20,XLIN01,EBAY,10
2018-07-20,XLIN01,GPRO,49
2018-07-20,XLIN01,INTU,2
2018-07-20,XLIN01,JD,10
2018-07-20,XLIN01,KO,14
2018-07-20,XLIN01,KR,95
2018-07-20,XLIN01,LQD,8
2018-07-20,XLIN01,MCD,8
2018-07-20,XLIN01,PEP,6
2018-07-20,XLIN01,SQ,10
2018-07-20,XLIN01,TEAM,40
2018-07-20,XLIN01,TWTR,29
2018-07-20,XLIN01,WMT,11
2018-07-20,XLIN01,YUMC,15
2018-07-23,XLIN01,CMG,3
2018-07-23,XLIN01,EBAY,10
2018-07-23,XLIN01,GPRO,49
2018-07-23,XLIN01,INTU,2
2018-07-23,XLIN01,JD,10
2018-07-23,XLIN01,KO,14
2018-07-23,XLIN01,KR,95
2018-07-23,XLIN01,LQD,8
2018-07-23,XLIN01,MCD,8
2018-07-23,XLIN01,PEP,6
2018-07-23,XLIN01,SQ,10
2018-07-23,XLIN01,TEAM,40
2018-07-23,XLIN01,TWTR,29
2018-07-23,XLIN01,WMT,11
2018-07-23,XLIN01,YUMC,15
2018-07-24,XLIN01,APRN,700
2018-07-24,XLIN01,CMG,3
2018-07-24,XLIN01,EBAY,10
2018-07-24,XLIN01,GPRO,49
2018-07-24,XLIN01,INTU,2
2018-07-24,XLIN01,JD,10
2018-07-24,XLIN01,KO,14
2018-07-24,XLIN01,KR,95
2018-07-24,XLIN01,LQD,8
2018-07-24,XLIN01,MCD,8
2018-07-24,XLIN01,PEP,6
2018-07-24,XLIN01,SQ,10
2018-07-24,XLIN01,TEAM,40
2018-07-24,XLIN01,TWTR,29
2018-07-24,XLIN01,WMT,11
2018-07-24,XLIN01,YUMC,15
2018-07-25,XLIN01,APRN,700
2018-07-25,XLIN01,CMG,3
2018-07-25,XLIN01,EBAY,10
2018-07-25,XLIN01,GPRO,49
2018-07-25,XLIN01,INTU,2
2018-07-25,XLIN01,JD,10
2018-07-25,XLIN01,KO,14
2018-07-25,XLIN01,KR,95
2018-07-25,XLIN01,LQD,8
2018-07-25,XLIN01,MCD,8
2018-07-25,XLIN01,PEP,6
2018-07-25,XLIN01,SQ,10
2018-07-25,XLIN01,TEAM,40
2018-07-25,XLIN01,TWTR,29
2018-07-25,XLIN01,WMT,11
2018-07-25,XLIN01,YUMC,15
2018-07-26,XLIN01,APRN,700
2018-07-26,XLIN01,CMG,3
2018-07-26,XLIN01,EBAY,10
2018-07-26,XLIN01,GPRO,49
2018-07-26,XLIN01,INTU,2
2018-07-26,XLIN01,JD,10
2018-07-26,XLIN01,KO,14
2018-07-26,XLIN01,KR,95
2018-07-26,XLIN01,LQD,8
2018-07-26,XLIN01,MCD,8
2018-07-26,XLIN01,PEP,6
2018-07-26,XLIN01,SQ,10
2018-07-26,XLIN01,TEAM,40
2018-07-26,XLIN01,TWTR,29
2018-07-26,XLIN01,WMT,11
2018-07-26,XLIN01,YUMC,15
2018-07-27,XLIN01,APRN,700
2018-07-27,XLIN01,CMG,3
2018-07-27,XLIN01,EBAY,10
2018-07-27,XLIN01,GPRO,49
2018-07-27,XLIN01,INTU,2
2018-07-27,XLIN01,JD,10
2018-07-27,XLIN01,KO,14
2018-07-27,XLIN01,KR,95
2018-07-27,XLIN01,LQD,8
2018-07-27,XLIN01,MCD,8
2018-07-27,XLIN01,PEP,6
2018-07-27,XLIN01,SQ,10
2018-07-27,XLIN01,TEAM,40
2018-07-27,XLIN01,TWTR,29
2018-07-27,XLIN01,WMT,11
2018-07-27,XLIN01,YUMC,15
2018-07-30,XLIN01,APRN,700
2018-07-30,XLIN01,CMG,3
2018-07-30,XLIN01,EBAY,10
2018-07-30,XLIN01,GPRO,49
2018-07-30,XLIN01,INTU,2
2018-07-30,XLIN01,JD,10
2018-07-30,XLIN01,KO,14
2018-07-30,XLIN01,KR,95
2018-07-30,XLIN01,LQD,8
2018-07-30,XLIN01,MCD,8
2018-07-30,XLIN01,PEP,6
2018-07-30,XLIN01,SQ,10
2018-07-30,XLIN01,TEAM,40
2018-07-30,XLIN01,TWTR,29
2018-07-30,XLIN01,WMT,11
2018-07-30,XLIN01,YUMC,15
2018-07-31,XLIN01,APRN,700
2018-07-31,XLIN01,CMG,3
2018-07-31,XLIN01,EBAY,10
2018-07-31,XLIN01,GPRO,49
2018-07-31,XLIN01,INTU,2
2018-07-31,XLIN01,JD,10
2018-07-31,XLIN01,KO,14
2018-07-31,XLIN01,KR,95
2018-07-31,XLIN01,LQD,8
2018-07-31,XLIN01,MCD,8
2018-07-31,XLIN01,PEP,6
2018-07-31,XLIN01,SQ,10
2018-07-31,XLIN01,TEAM,40
2018-07-31,XLIN01,TWTR,29
2018-07-31,XLIN01,WMT,11
2018-07-31,XLIN01,YUMC,15
2018-08-01,XLIN01,APRN,700
2018-08-01,XLIN01,CMG,3
2018-08-01,XLIN01,EBAY,10
2018-08-01,XLIN01,GPRO,49
2018-08-01,XLIN01,INTU,2
2018-08-01,XLIN01,JD,10
2018-08-01,XLIN01,KO,14
2018-08-01,XLIN01,KR,95
2018-08-01,XLIN01,LQD,8
2018-08-01,XLIN01,MCD,8
2018-08-01,XLIN01,PEP,6
2018-08-01,XLIN01,SQ,10
2018-08-01,XLIN01,TEAM,40
2018-08-01,XLIN01,TWTR,29
2018-08-01,XLIN01,WMT,11
2018-08-01,XLIN01,YUMC,15
2018-08-02,XLIN01,APRN,700
2018-08-02,XLIN01,CMG,3
2018-08-02,XLIN01,EBAY,10
2018-08-02,XLIN01,GPRO,49
2018-08-02,XLIN01,INTU,2
2018-08-02,XLIN01,JD,10
2018-08-02,XLIN01,KO,14
2018-08-02,XLIN01,KR,95
2018-08-02,XLIN01,LQD,8
2018-08-02,XLIN01,MCD,8
2018-08-02,XLIN01,PEP,6
2018-08-02,XLIN01,SQ,10
2018-08-02,XLIN01,TEAM,40
2018-08-02,XLIN01,TWTR,29
2018-08-02,XLIN01,WMT,11
2018-08-02,XLIN01,YUMC,15
2018-08-03,XLIN01,APRN,700
2018-08-03,XLIN01,CMG,3
2018-08-03,XLIN01,EBAY,10
2018-08-03,XLIN01,GPRO,49
2018-08-03,XLIN01,INTU,2
2018-08-03,XLIN01,JD,10
2018-08-03,XLIN01,KO,14
2018-08-03,XLIN01,KR,95
2018-08-03,XLIN01,LQD,8
2018-08-03,XLIN01,MCD,8
2018-08-03,XLIN01,PEP,6
2018-08-03,XLIN01,SQ,10
2018-08-03,XLIN01,TEAM,40
2018-08-03,XLIN01,TWTR,29
2018-08-03,XLIN01,WMT,11
2018-08-03,XLIN01,YUMC,15
2018-08-06,XLIN01,APRN,700
2018-08-06,XLIN01,CMG,3
2018-08-06,XLIN01,EBAY,10
2018-08-06,XLIN01,GPRO,49
2018-08-06,XLIN01,INTU,2
2018-08-06,XLIN01,JD,10
2018-08-06,XLIN01,KO,14
2018-08-06,XLIN01,KR,95
2018-08-06,XLIN01,LQD,8
2018-08-06,XLIN01,MCD,8
2018-08-06,XLIN01,PEP,6
2018-08-06,XLIN01,SQ,10
2018-08-06,XLIN01,TEAM,40
2018-08-06,XLIN01,TWTR,29
2018-08-06,XLIN01,WMT,11
2018-08-06,XLIN01,YUMC,15
2018-08-07,XLIN01,APRN,700
2018-08-07,XLIN01,CMG,3
2018-08-07,XLIN01,EBAY,10
2018-08-07,XLIN01,GPRO,49
2018-08-07,XLIN01,INTU,2
2018-08-07,XLIN01,JD,10
2018-08-07,XLIN01,KO,14
2018-08-07,XLIN01,KR,95
2018-08-07,XLIN01,LQD,8
2018-08-07,XLIN01,MCD,8
2018-08-07,XLIN01,PEP,6
2018-08-07,XLIN01,SQ,10
2018-08-07,XLIN01,TEAM,40
2018-08-07,XLIN01,TWTR,29
2018-08-07,XLIN01,WMT,11
2018-08-07,XLIN01,YUMC,15
2018-08-08,XLIN01,APRN,700
2018-08-08,XLIN01,CMG,3
2018-08-08,XLIN01,EBAY,10
2018-08-08,XLIN01,GPRO,49
2018-08-08,XLIN01,INTU,2
2018-08-08,XLIN01,JD,10
2018-08-08,XLIN01,KO,14
2018-08-08,XLIN01,KR,95
2018-08-08,XLIN01,LQD,8
2018-08-08,XLIN01,MCD,8
2018-08-08,XLIN01,PEP,6
2018-08-08,XLIN01,SQ,10
2018-08-08,XLIN01,TEAM,40
2018-08-08,XLIN01,TWTR,29
2018-08-08,XLIN01,WMT,11
2018-08-08,XLIN01,YUMC,15
2018-08-09,XLIN01,APRN,700
2018-08-09,XLIN01,CMG,3
2018-08-09,XLIN01,EBAY,10
2018-08-09,XLIN01,GPRO,49
2018-08-09,XLIN01,INTU,2
2018-08-09,XLIN01,JD,10
2018-08-09,XLIN01,KO,14
2018-08-09,XLIN01,KR,95
2018-08-09,XLIN01,LQD,8
2018-08-09,XLIN01,MCD,8
2018-08-09,XLIN01,PEP,6
2018-08-09,XLIN01,SQ,10
2018-08-09,XLIN01,TEAM,40
2018-08-09,XLIN01,TWTR,29
2018-08-09,XLIN01,WMT,11
2018-08-09,XLIN01,YUMC,15
2018-08-10,XLIN01,APRN,700
2018-08-10,XLIN01,CMG,3
2018-08-10,XLIN01,EBAY,10
2018-08-10,XLIN01,GPRO,49
2018-08-10,XLIN01,INTU,2
2018-08-10,XLIN01,JD,10
2018-08-10,XLIN01,KO,14
2018-08-10,XLIN01,KR,95
2018-08-10,XLIN01,LQD,8
2018-08-10,XLIN01,MCD,8
2018-08-10,XLIN01,PEP,6
2018-08-10,XLIN01,SQ,10
2018-08-10,XLIN01,TEAM,40
2018-08-10,XLIN01,TWTR,29
2018-08-10,XLIN01,WMT,11
2018-08-10,XLIN01,YUMC,15
2018-08-13,XLIN01,APRN,700
2018-08-13,XLIN01,CMG,3
2018-08-13,XLIN01,EBAY,10
2018-08-13,XLIN01,GPRO,49
2018-08-13,XLIN01,INTU,2
2018-08-13,XLIN01,JD,10
2018-08-13,XLIN01,KO,14
2018-08-13,XLIN01,KR,95
2018-08-13,XLIN01,LQD,8
2018-08-13,XLIN01,MCD,8
2018-08-13,XLIN01,PEP,6
2018-08-13,XLIN01,SQ,10
2018-08-13,XLIN01,TEAM,40
2018-08-13,XLIN01,TWTR,29
2018-08-13,XLIN01,WMT,11
2018-08-13,XLIN01,YUMC,15
2018-08-14,XLIN01,APRN,700
2018-08-14,XLIN01,CMG,3
2018-08-14,XLIN01,EBAY,10
2018-08-14,XLIN01,GPRO,49
2018-08-14,XLIN01,INTU,2
2018-08-14,XLIN01,JD,10
2018-08-14,XLIN01,KO,14
2018-08-14,XLIN01,KR,95
2018-08-14,XLIN01,LQD,8
2018-08-14,XLIN01,MCD,8
2018-08-14,XLIN01,PEP,6
2018-08-14,XLIN01,SQ,10
2018-08-14,XLIN01,TEAM,40
2018-08-14,XLIN01,TWTR,29
2018-08-14,XLIN01,WMT,11
2018-08-14,XLIN01,YUMC,15
2018-08-15,XLIN01,APRN,700
2018-08-15,XLIN01,CMG,3
2018-08-15,XLIN01,EBAY,10
2018-08-15,XLIN01,GPRO,49
2018-08-15,XLIN01,INTU,2
2018-08-15,XLIN01,JD,10
2018-08-15,XLIN01,KO,14
2018-08-15,XLIN01,KR,95
2018-08-15,XLIN01,LQD,8
2018-08-15,XLIN01,MCD,8
2018-08-15,XLIN01,PEP,6
2018-08-15,XLIN01,SQ,10
2018-08-15,XLIN01,TEAM,40
2018-08-15,XLIN01,TWTR,29
2018-08-15,XLIN01,WMT,11
2018-08-15,XLIN01,YUMC,15
2018-08-16,XLIN01,APRN,700
2018-08-16,XLIN01,CMG,3
2018-08-16,XLIN01,EBAY,10
2018-08-16,XLIN01,GPRO,49
2018-08-16,XLIN01,INTU,2
2018-08-16,XLIN01,JD,10
2018-08-16,XLIN01,KO,14
2018-08-16,XLIN01,KR,95
2018-08-16,XLIN01,LQD,8
2018-08-16,XLIN01,MCD,8
2018-08-16,XLIN01,PEP,6
2018-08-16,XLIN01,SQ,10
2018-08-16,XLIN01,TEAM,40
2018-08-16,XLIN01,TWTR,29
2018-08-16,XLIN01,WMT,11
2018-08-16,XLIN01,YUMC,15
2018-08-17,XLIN01,APRN,700
2018-08-17,XLIN01,CMG,3
2018-08-17,XLIN01,EBAY,10
2018-08-17,XLIN01,GPRO,49
2018-08-17,XLIN01,INTU,2
2018-08-17,XLIN01,JD,10
2018-08-17,XLIN01,KO,14
2018-08-17,XLIN01,KR,95
2018-08-17,XLIN01,LQD,8
2018-08-17,XLIN01,MCD,8
2018-08-17,XLIN01,PEP,6
2018-08-17,XLIN01,SQ,10
2018-08-17,XLIN01,TEAM,40
2018-08-17,XLIN01,TWTR,29
2018-08-17,XLIN01,WMT,11
2018-08-17,XLIN01,YUMC,15
2018-08-20,XLIN01,APRN,700
2018-08-20,XLIN01,CMG,3
2018-08-20,XLIN01,EBAY,10
2018-08-20,XLIN01,GPRO,49
2018-08-20,XLIN01,INTU,2
2018-08-20,XLIN01,JD,10
2018-08-20,XLIN01,KO,14
2018-08-20,XLIN01,KR,95
2018-08-20,XLIN01,LQD,8
2018-08-20,XLIN01,MCD,8
2018-08-20,XLIN01,PEP,6
2018-08-20,XLIN01,SQ,10
2018-08-20,XLIN01,TEAM,40
2018-08-20,XLIN01,TWTR,29
2018-08-20,XLIN01,WMT,11
2018-08-20,XLIN01,YUMC,15
2018-08-21,XLIN01,APRN,700
2018-08-21,XLIN01,CMG,3
2018-08-21,XLIN01,EBAY,10
2018-08-21,XLIN01,GPRO,49
2018-08-21,XLIN01,INTU,2
2018-08-21,XLIN01,JD,10
2018-08-21,XLIN01,KO,14
2018-08-21,XLIN01,KR,95
2018-08-21,XLIN01,LQD,8
2018-08-21,XLIN01,MCD,8
2018-08-21,XLIN01,PEP,6
2018-08-21,XLIN01,SQ,10
2018-08-21,XLIN01,TEAM,40
2018-08-21,XLIN01,TWTR,29
2018-08-21,XLIN01,WMT,11
2018-08-21,XLIN01,YUMC,15
2018-08-22,XLIN01,APRN,700
2018-08-22,XLIN01,CMG,3
2018-08-22,XLIN01,EBAY,10
2018-08-22,XLIN01,GPRO,49
2018-08-22,XLIN01,INTU,2
2018-08-22,XLIN01,JD,10
2018-08-22,XLIN01,KO,14
2018-08-22,XLIN01,KR,95
2018-08-22,XLIN01,LQD,8
2018-08-22,XLIN01,MCD,8
2018-08-22,XLIN01,PEP,6
2018-08-22,XLIN01,SQ,10
2018-08-22,XLIN01,TEAM,40
2018-08-22,XLIN01,TWTR,29
2018-08-22,XLIN01,WMT,11
2018-08-22,XLIN01,YUMC,15
2018-08-23,XLIN01,APRN,700
2018-08-23,XLIN01,CMG,3
2018-08-23,XLIN01,EBAY,10
2018-08-23,XLIN01,GPRO,49
2018-08-23,XLIN01,INTU,2
2018-08-23,XLIN01,JD,10
2018-08-23,XLIN01,KO,14
2018-08-23,XLIN01,KR,95
2018-08-23,XLIN01,LQD,8
2018-08-23,XLIN01,MCD,8
2018-08-23,XLIN01,PEP,6
2018-08-23,XLIN01,SQ,10
2018-08-23,XLIN01,TEAM,40
2018-08-23,XLIN01,TWTR,29
2018-08-23,XLIN01,WMT,11
2018-08-23,XLIN01,YUMC,15
2018-08-24,XLIN01,APRN,700
2018-08-24,XLIN01,CMG,3
2018-08-24,XLIN01,EBAY,10
2018-08-24,XLIN01,GPRO,49
2018-08-24,XLIN01,INTU,2
2018-08-24,XLIN01,JD,10
2018-08-24,XLIN01,KO,14
2018-08-24,XLIN01,KR,95
2018-08-24,XLIN01,LQD,8
2018-08-24,XLIN01,MCD,8
2018-08-24,XLIN01,PEP,6
2018-08-24,XLIN01,SQ,10
2018-08-24,XLIN01,TEAM,40
2018-08-24,XLIN01,TWTR,29
2018-08-24,XLIN01,WMT,11
2018-08-24,XLIN01,YUMC,15
2018-08-27,XLIN01,APRN,700
2018-08-27,XLIN01,CMG,3
2018-08-27,XLIN01,EBAY,10
2018-08-27,XLIN01,GPRO,49
2018-08-27,XLIN01,INTU,2
2018-08-27,XLIN01,JD,10
2018-08-27,XLIN01,KO,14
2018-08-27,XLIN01,KR,95
2018-08-27,XLIN01,LQD,8
2018-08-27,XLIN01,MCD,8
2018-08-27,XLIN01,PEP,6
2018-08-27,XLIN01,SQ,10
2018-08-27,XLIN01,TEAM,40
2018-08-27,XLIN01,TWTR,29
